_id,MSC,ZAWODNIK,KLUB,SREDNIA,%POJ,PKT,BON,BIEGI,SST,SDY,DYSTBILANS,P3,P2,P1,P0,D,W,U,T,PROCZW,STARTPLUS,STARTMINUS,DYSTPLUS,DYSTMINUS,STARTBILANS,TORA,TORB,TORC,TORD,DOM,WYJAZD,mecze,id,SGP 1997 status,numer SGP 1997,wychowanek
66f074d494e23727cab05ad6,66,Seweryn Orgacki,Łódź,0.5,0.16666666666666666,2,1,6,0.0,0.0,0,0,1,0,5,1,0,0,0,0.0,0,6,0,0,-6,,0,0.75,0,0.6,0,4,3578,,,GKM Grudziądz
66f074d494e23727cab05ad7,67,Lech Chlebowski,Poznań,0.38461538461538464,0.038461538461538464,4,1,13,0.11538461538461539,-0.6666666666666666,-2,0,0,4,9,0,0,0,0,0.0,3,23,0,2,-20,0.25,0.25,2,0.25,0.6,0.25,5,3636,,,ROW Rybnik
66f074d494e23727cab05ad8,68,Eryk Kamiński,Gdańsk,0.35714285714285715,0.10714285714285714,4,1,14,0.0,0.0,0,0,0,4,10,0,1,0,1,0.0,0,11,0,0,-11,0,1,0.6,0,0.25,0.4,6,,,,Wybrzeże Gdańsk
66f074d494e23727cab05ad9,69,Kamil Witkowski,Poznań,0.3333333333333333,0.0,2,0,6,0.0,0.0,0,0,0,2,4,0,0,0,1,0.0,0,10,0,0,-10,1,0,0,0.5,0,0.5,3,,,,Unia Leszno
66f074d494e23727cab05ada,70,Kamil Winkler,Rybnik,0.3333333333333333,0.0,1,0,3,0.0,0.0,0,0,0,1,2,0,0,0,0,0.0,0,6,0,0,-6,,0,1,,,0.3333333333333333,1,3674,,,ROW Rybnik
66f074d494e23727cab05adb,71,Aleksander Grygolec,Łódź,0.25,0.06666666666666667,2,0,8,0.23076923076923078,-0.6666666666666666,-2,0,1,0,7,2,0,1,0,0.0,3,10,1,3,-7,0,0,0,0.6666666666666666,0,0.4,4,3492,,,Orzeł Łódź
66f074d494e23727cab05adc,72,Mateusz Świdnicki,Poznań,0.2,0.05,1,1,10,0.15,-0.6666666666666666,-2,0,0,1,9,0,0,0,0,0.0,3,17,0,2,-14,,0.5,0,0,0.25,0,2,3264,,,
66f074d494e23727cab05add,73,Bartosz Tyburski,Gdańsk,0.15384615384615385,0.038461538461538464,2,0,13,0.1,-0.5,-1,0,1,0,12,1,6,2,0,0.0,2,18,0,1,-16,0.5,0,0,0,0.2,0,4,3731,,,Wybrzeże Gdańsk
66f074d494e23727cab05ade,74,Bartosz Głogowski,Gdańsk,0.0,0.0,0,0,10,0.0,0.0,0,0,0,0,10,1,2,0,1,0.0,0,14,0,0,-14,0,,0,0,0,0,4,3647,,,Polonia Bydgoszcz
66f074d494e23727cab05adf,75,Jakub Oleksiak,Poznań,0.0,0.0,0,0,3,0.0,0.0,0,0,0,0,3,1,0,0,0,0.0,0,6,0,0,-6,0,0,,,0,0,2,,,,Unia Leszno
66f074d494e23727cab05ae0,76,Anze Grmek,Rzeszów,0.0,0.0,0,0,1,0.5,-1.0,-1,0,0,0,1,0,0,0,0,0.0,1,1,0,1,0,,,,0,,0,1,3678,,,
66f074d494e23727cab05ae1,77,Esben Hjerrild,Krosno,0.0,0.0,0,0,1,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,2,0,0,-2,,,0,,,0,1,3640,,,
66f074d494e23727cab05ae2,78,Philip Hellström Bängs,Bydgoszcz,0.0,0.0,0,0,1,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,2,0,0,-2,,,0,,0,,1,3482,,,
