_id,MSC,ZAWODNIK,KLUB,SREDNIA,%POJ,PKT,BON,BIEGI,SST,SDY,DYSTBILANS,P3,P2,P1,P0,D,W,U,T,PROCZW,STARTPLUS,STARTMINUS,DYSTPLUS,DYSTMINUS,STARTBILANS,TORA,TORB,TORC,TORD,DOM,WYJAZD,mecze,id,SGP 1997 status,numer SGP 1997,wychowanek
67045bb897369b27a86be3a1,2,Bartosz Zmarzlik,Lublin,2.4193548387096775,0.7580645161290323,216,9,93,0.639344262295082,0.3333333333333333,22,55,18,15,5,0,1,0,0,0.5913978494623656,117,66,33,11,51,2.4615384615384617,2.2083333333333335,2.3333333333333335,2.8125,2.522727272727273,2.326530612244898,20,95,,,
67045bb897369b27a86be3a2,1,Artem Laguta,Wrocław,2.4615384615384617,0.7644230769230769,244,12,104,0.6633165829145728,0.3283582089552239,22,56,34,8,6,0,2,0,0,0.5384615384615384,132,67,30,8,65,2.4242424242424243,2.3529411764705883,2.56,2.4827586206896552,2.7916666666666665,2.1785714285714284,20,222,,,
67045bb897369b27a86be3a3,4,Robert Lambert,Toruń,2.2777777777777777,0.7242990654205608,232,14,108,0.5933014354066986,0.32941176470588235,28,48,35,18,7,0,2,0,1,0.4444444444444444,124,85,39,11,39,2.5555555555555554,2.04,2.2222222222222223,2.357142857142857,2.5,2.0714285714285716,20,505,,,
67045bb897369b27a86be3a4,5,Janusz Kołodziej,Leszno,2.1944444444444446,0.6805555555555556,75,4,36,0.5774647887323944,0.23333333333333334,7,17,10,4,5,1,0,0,0,0.4722222222222222,41,30,12,5,11,2.625,2.2857142857142856,2.2857142857142856,1.4285714285714286,2.1538461538461537,2.3,7,333,,,
67045bb897369b27a86be3a5,6,Emil Sayfutdinov,Toruń,2.191011235955056,0.664804469273743,186,9,89,0.514792899408284,0.3170731707317073,26,37,32,11,9,0,2,0,0,0.4157303370786517,87,82,52,26,5,2.3684210526315788,2,2.3703703703703702,2,2.3863636363636362,2,17,89,,,
67045bb897369b27a86be3a6,7,Martin Vaculik,Gorzów,2.150537634408602,0.6397849462365591,188,12,93,0.6774193548387096,-0.05555555555555555,-7,36,31,18,8,0,1,0,0,0.3870967741935484,126,60,12,19,66,2.0833333333333335,2.3043478260869565,1.9615384615384615,2.3,2.2790697674418605,2.04,19,54,,,
67045bb897369b27a86be3a7,8,Michael Jepsen Jensen,Grudziądz,2.111111111111111,0.6483516483516484,89,6,45,0.632183908045977,0.0,0,20,9,11,5,0,0,0,0,0.4444444444444444,55,32,9,9,23,2.3636363636363638,1.8181818181818181,2,2.3333333333333335,2.3461538461538463,1.7894736842105263,9,52,,,
67045bb897369b27a86be3a8,9,Anders Thomsen,Gorzów,2.095744680851064,0.6063829787234043,186,11,94,0.5580110497237569,0.125,10,35,29,23,7,1,2,0,0,0.3723404255319149,101,80,34,24,21,2.217391304347826,2.1923076923076925,2.0869565217391304,1.8636363636363635,2.2222222222222223,1.9795918367346939,19,5,,,
67045bb897369b27a86be3a9,10,Dominik Kubera,Lublin,2.094736842105263,0.6335078534031413,180,19,95,0.6310160427807486,0.014492753623188406,1,29,37,19,10,0,1,0,0,0.30526315789473685,118,69,18,17,49,2.4,2,2.3157894736842106,1.8387096774193548,2.1555555555555554,2.04,20,415,,,
67045bb897369b27a86be3aa,3,Leon Madsen,Częstochowa,2.4155844155844157,0.7272727272727273,179,7,77,0.5540540540540541,0.36363636363636365,24,40,24,11,2,0,0,0,0,0.5194805194805194,82,66,33,9,16,2.608695652173913,2.1666666666666665,2.357142857142857,2.4545454545454546,2.4210526315789473,2.41025641025641,14,30,,,
67045bb897369b27a86be3ab,11,Jarosław Hampel,Zielona Góra,2.08,0.6510067114093959,148,8,75,0.6923076923076923,-0.030303030303030304,-3,32,17,18,8,0,0,0,2,0.4266666666666667,99,44,11,14,55,2.35,1.8888888888888888,1.6842105263157894,2.388888888888889,2.0256410256410255,2.138888888888889,15,33,,,
67045bb897369b27a86be3ac,12,Max Fricke,Grudziądz,2.072289156626506,0.6227544910179641,161,11,83,0.5838509316770186,0.08955223880597014,6,29,28,18,8,1,0,0,0,0.3493975903614458,94,67,23,17,27,2.375,1.8421052631578947,2.2222222222222223,1.8181818181818181,2.409090909090909,1.6923076923076923,15,46,,,
67045bb897369b27a86be3ad,13,Wiktor Przyjemski,Lublin,2.0597014925373136,0.6716417910447762,122,16,67,0.6640625,0.046511627906976744,2,23,19,15,10,2,0,0,0,0.34328358208955223,85,43,14,12,42,2,2.4,1.7692307692307692,2.0526315789473686,2.1176470588235294,2,20,3579,,,Polonia Bydgoszcz
67045bb897369b27a86be3ae,14,Patryk Dudek,Toruń,2.05607476635514,0.6261682242990654,199,21,107,0.5619047619047619,0.11956521739130435,11,36,30,31,10,0,0,0,0,0.3364485981308411,118,92,31,20,26,2.4516129032258065,2,1.7142857142857142,1.9285714285714286,2.28,1.8596491228070176,20,692,,,
67045bb897369b27a86be3af,15,Daniel Bewley,Wrocław,2.01980198019802,0.6519607843137255,178,26,101,0.5989847715736041,0.0759493670886076,6,28,34,26,13,0,0,0,0,0.27722772277227725,118,79,29,23,39,2.1153846153846154,2.3043478260869565,1.6388888888888888,2.3125,2.156862745098039,1.88,19,99,,,
67045bb897369b27a86be3b0,16,Jack Holder,Lublin,1.9777777777777779,0.6298342541436464,157,21,90,0.6235955056179775,0.014925373134328358,1,27,24,28,11,1,0,1,0,0.3,111,67,15,14,44,2.1666666666666665,2.130434782608696,1.6666666666666667,1.9090909090909092,2.1777777777777776,1.7777777777777777,20,25,,,
67045bb897369b27a86be3b1,17,Benjamin Cook,Leszno,1.975609756097561,0.6097560975609756,75,6,41,0.4430379746835443,0.3181818181818182,14,15,10,10,6,0,1,0,0,0.36585365853658536,35,44,21,7,-9,2.2,2.076923076923077,1.9166666666666667,1.5,2.2,1.7619047619047619,8,,,,
67045bb897369b27a86be3b2,18,Fredrik Lindgren,Lublin,1.935483870967742,0.6021505376344086,156,24,93,0.4945652173913043,0.24731182795698925,23,24,28,28,13,1,0,1,0,0.25806451612903225,91,93,36,13,-2,1.8095238095238095,2.0833333333333335,1.8095238095238095,2,2.1777777777777776,1.7083333333333333,20,66,,,
