_id,MSC,ZAWODNIK,KLUB,SREDNIA,PKT,BON,BIEGI,P3,P2,P1,P0,D,W,U,T,ZW,DOM,WYJAZD,TORA,TORB,TORC,TORD,KLASYFIKOWANY?,mecze,SST,SDY,STARTPLUS,STARTMINUS,STARTBILANS,DYSTPLUS,DYSTMINUS,DYSTBILANS,D-W,%POJ
660dbf0cfd867465fcea7dc4,55,Oskar Hurysz,Poznań,1.68421052631579,28,4,19,5,3,7,4,0,1,0,0,0.263157894736842,1.42857142857143,1.83333333333333,1.66666666666667,1.33333333333333,2,1.8,0,5,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,-0.404761904761905,0.5
660dbf0cfd867465fcea7dc5,56,Daniel Jeleniewski,Bydgoszcz,1.42857142857143,29,1,21,8,0,5,8,0,0,0,0,0.380952380952381,1.57894736842105,0,2.8,1.33333333333333,0.75,0.833333333333333,0,6,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,1.57894736842105,0.476190476190476
660dbf0cfd867465fcea7dc6,57,Benjamin Basso,Bydgoszcz,1.36111111111111,39,10,36,2,10,13,11,0,1,0,0,0.0555555555555556,1.69230769230769,1.17391304347826,1.3,1.25,1.5,1.375,0,12,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.518394648829431,0.402777777777778
660dbf0cfd867465fcea7dc7,58,Tom Brennan,Łódź,1.29411764705882,17,5,17,2,2,7,6,0,0,0,0,0.117647058823529,1.25,1.4,2,0.857142857142857,1,2,0,6,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,-0.15,0.411764705882353
660dbf0cfd867465fcea7dc8,59,Adrian Cyfer,Poznań,1.25,9,1,8,2,0,3,3,0,0,1,0,0.25,1.25,,1.5,1,1.5,1,0,2,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,#XL_EVAL_ERROR#,0.4375
660dbf0cfd867465fcea7dc9,60,Adrian Gała,Poznań,1.15384615384615,27,3,26,2,7,7,10,2,5,0,0,0.0769230769230769,0.4,1.33333333333333,0.571428571428571,1.66666666666667,0.666666666666667,1.71428571428571,0,9,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,-0.933333333333333,0.294117647058824
660dbf0cfd867465fcea7dca,61,Krystian Pieszczek,Rybnik,1.14285714285714,7,1,7,1,1,2,3,0,0,0,0,0.142857142857143,1.5,1,1,2.5,0,2,0,3,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.5,0.285714285714286
660dbf0cfd867465fcea7dcb,62,Norbert Kościuch,Gdańsk,1.0,16,3,19,1,2,9,7,0,1,0,0,0.0526315789473684,0.909090909090909,1.125,0.857142857142857,0.666666666666667,1.25,1.2,0,7,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,-0.215909090909091,0.263157894736842
660dbf0cfd867465fcea7dcc,63,Wiktor Trofimow,Zielona Góra,1.0,8,1,9,0,1,6,2,0,1,0,0,0.0,1.125,0,1.5,1,1,0.5,0,3,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,1.125,0.333333333333333
660dbf0cfd867465fcea7dcd,64,Rune Holta,Łódź,0.92,21,2,25,0,6,9,10,1,1,0,0,0.0,0.923076923076923,0.916666666666667,1,1,1,0.777777777777778,0,7,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.0064102564102565,0.2
660dbf0cfd867465fcea7dce,65,Jakub Poczta,Ostrów,0.866666666666667,10,3,15,1,2,3,9,2,3,1,0,0.0666666666666667,0.428571428571429,1.25,1,0,0.75,1.16666666666667,0,5,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,-0.821428571428571,0.285714285714286
660dbf0cfd867465fcea7dcf,66,Marius Hillebrand,Landshut,0.833333333333333,20,5,30,2,1,12,15,0,2,1,0,0.0666666666666667,1,0.285714285714286,0.714285714285714,1,0.571428571428571,1,0,10,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.714285714285714,0.278688524590164
660dbf0cfd867465fcea7dd0,67,Erik Bachhuber,Landshut,0.8125,22,4,32,2,3,10,17,0,1,0,0,0.0625,1,0.571428571428571,0.75,0.8,1.11111111111111,0.6,0,12,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.428571428571429,0.296875
660dbf0cfd867465fcea7dd1,68,Julian Bielmeier,Landshut,0.8,6,2,10,0,2,2,6,0,0,0,0,0.0,1.33333333333333,0,1,0.666666666666667,0.666666666666667,1,0,3,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,1.33333333333333,0.285714285714286
660dbf0cfd867465fcea7dd2,69,Dawid Rempała,Zielona Góra,0.743589743589744,24,5,39,2,2,14,21,0,0,1,1,0.0512820512820513,1.05,0.421052631578947,0,0.6,0.8,0.933333333333333,0,11,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.628947368421053,0.243589743589744
660dbf0cfd867465fcea7dd3,70,Karol Żupiński,Poznań,0.740740740740741,17,3,27,1,4,6,16,0,1,0,0,0.037037037037037,1.07692307692308,0.428571428571429,0.875,0.875,1.2,0,0,8,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.648351648351648,0.222222222222222
660dbf0cfd867465fcea7dd4,71,Bartosz Nowak,Bydgoszcz,0.666666666666667,5,1,9,1,1,0,7,0,0,0,0,0.111111111111111,0.5,1,1,0,0,1.5,0,3,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,-0.5,0.222222222222222
660dbf0cfd867465fcea7dd5,72,Lukas Baumann,Landshut,0.388888888888889,6,1,18,0,0,6,12,1,0,0,0,0.0,0,0.466666666666667,0.5,0.4,0.2,0.5,0,6,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,-0.466666666666667,0.0833333333333333
660dbf0cfd867465fcea7dd6,73,Emil Breum Ankersen,Poznań,0.333333333333333,1,0,3,0,0,1,2,0,0,1,0,0.0,0,1,,,0,0.5,0,2,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,-1,0.0
660dbf0cfd867465fcea7dd7,74,Kamil Winkler,Rybnik,0.291666666666667,6,1,24,0,0,6,18,0,1,0,0,0.0,0.25,0.3125,0.25,0,0.375,0.375,0,8,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,-0.0625,0.0833333333333333
660dbf0cfd867465fcea7dd8,75,Victor Palovaara,Ostrów,0.25,2,0,8,0,0,2,6,0,0,0,0,0.0,0.4,0,,0.5,0,0.333333333333333,0,5,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,0.4,0.125
660dbf0cfd867465fcea7dd9,76,Erik Riss,Landshut,0.0,0,0,3,0,0,0,3,0,0,0,0,0.0,,0,,0,0,0,0,1,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,#XL_EVAL_ERROR#,0.0
660dbf0cfd867465fcea7dda,77,Kacper Mateusz Grzelak,Poznań,0.0,0,0,3,0,0,0,3,0,0,0,0,0.0,0,,0,0,,0,0,1,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,#XL_EVAL_ERROR#,0.0
660dbf0cfd867465fcea7ddb,78,Bartosz Tyburski,Gdańsk,0.0,0,0,3,0,0,0,3,0,0,1,0,0.0,,0,0,0,,0,0,1,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,#XL_EVAL_ERROR#,0.0
660dbf0cfd867465fcea7ddc,79,Sandro Wasserman,Landshut,0.0,0,0,2,0,0,0,2,0,0,0,0,0.0,,0,,0,0,,0,1,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,#XL_EVAL_ERROR#,0.0
660dbf0cfd867465fcea7ddd,80,Mario Hausl,Landshut,0.0,0,0,2,0,0,0,2,0,0,1,0,0.0,,0,0,,,0,0,1,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,#XL_EVAL_ERROR#,0.0
660dbf0cfd867465fcea7dde,81,Jakub Sroka,Łódź,0.0,0,0,2,0,0,0,2,0,0,0,0,0.0,,0,,0,,0,0,2,#XL_EVAL_ERROR#,0,0,0,0,0,0,0,#XL_EVAL_ERROR#,0.0
